timestamp_ccentral,turbidity_pnwa_mean_1_3,turbidity_pnwa_min_1_3,turbidity_pnwa_max_1_3,turbidity_pnwa_max_min_1_3,turbidity_pnwa_mean_4_6,turbidity_pnwa_min_4_6,turbidity_pnwa_max_4_6,turbidity_pnwa_max_min_4_6,turbidity_pnwa_mean_7_9,turbidity_pnwa_min_7_9,turbidity_pnwa_max_7_9,turbidity_pnwa_max_min_7_9,turbidity_pnwa_mean_10_12,turbidity_pnwa_min_10_12,turbidity_pnwa_max_10_12,turbidity_pnwa_max_min_10_12,turbidity_pnwa_mean_13_15,turbidity_pnwa_min_13_15,turbidity_pnwa_max_13_15,turbidity_pnwa_max_min_13_15
2021-06-01 13:00:00-05:00,9.806533333333332,7.2884,12.008,4.719599999999999,7.589866666666666,6.2776,8.683,2.4054,7.655733333333333,7.4974,7.809,0.3116000000000003,6.244666666666667,5.7304,7.0946,1.3641999999999994,4.5866,4.5106,4.6626,0.15200000000000014
2021-06-01 14:00:00-05:00,8.228266666666665,5.3884,12.008,6.619599999999999,8.069933333333333,6.2776,10.1232,3.845600000000001,7.947066666666667,7.4974,8.683,1.1856,6.9375333333333336,5.909,7.809,1.9000000000000004,4.967866666666667,4.5106,5.7304,1.2198000000000002
2021-06-01 15:00:00-05:00,6.481533333333332,5.3884,7.2884,1.9000000000000004,9.4696,6.2776,12.008,5.7303999999999995,7.996466666666667,7.4974,8.683,1.1856,7.521466666666666,7.0946,7.809,0.7144000000000004,5.434,4.6626,5.909,1.2463999999999995
2021-06-01 16:00:00-05:00,6.704466666666666,5.3884,7.9572,2.5688000000000004,9.806533333333332,7.2884,12.008,4.719599999999999,7.589866666666666,6.2776,8.683,2.4054,7.655733333333333,7.4974,7.809,0.3116000000000003,6.244666666666667,5.7304,7.0946,1.3641999999999994
2021-06-01 17:00:00-05:00,7.540466666666666,6.7678,7.9572,1.1894,8.228266666666665,5.3884,12.008,6.619599999999999,8.069933333333333,6.2776,10.1232,3.845600000000001,7.947066666666667,7.4974,8.683,1.1856,6.9375333333333336,5.909,7.809,1.9000000000000004
2021-06-01 18:00:00-05:00,7.1642666666666655,5.6392,7.9572,2.3180000000000005,6.481533333333332,5.3884,7.2884,1.9000000000000004,9.4696,6.2776,12.008,5.7303999999999995,7.996466666666667,7.4974,8.683,1.1856,7.521466666666666,7.0946,7.809,0.7144000000000004
2021-06-01 19:00:00-05:00,6.886866666666665,5.6392,7.8964,2.2572,6.704466666666666,5.3884,7.9572,2.5688000000000004,9.806533333333332,7.2884,12.008,4.719599999999999,7.589866666666666,6.2776,8.683,2.4054,7.655733333333333,7.4974,7.809,0.3116000000000003
2021-06-01 20:00:00-05:00,6.362466666666665,5.6392,7.125,1.4858000000000002,7.540466666666666,6.7678,7.9572,1.1894,8.228266666666665,5.3884,12.008,6.619599999999999,8.069933333333333,6.2776,10.1232,3.845600000000001,7.947066666666667,7.4974,8.683,1.1856
2021-06-01 21:00:00-05:00,6.867866666666667,6.3232,7.1554,0.8322000000000003,7.1642666666666655,5.6392,7.9572,2.3180000000000005,6.481533333333332,5.3884,7.2884,1.9000000000000004,9.4696,6.2776,12.008,5.7303999999999995,7.996466666666667,7.4974,8.683,1.1856
2021-06-01 22:00:00-05:00,6.6842,6.3232,7.1554,0.8322000000000003,6.886866666666665,5.6392,7.8964,2.2572,6.704466666666666,5.3884,7.9572,2.5688000000000004,9.806533333333332,7.2884,12.008,4.719599999999999,7.589866666666666,6.2776,8.683,2.4054
2021-06-01 23:00:00-05:00,6.451133333333332,5.624,7.1554,1.5314000000000005,6.362466666666665,5.6392,7.125,1.4858000000000002,7.540466666666666,6.7678,7.9572,1.1894,8.228266666666665,5.3884,12.008,6.619599999999999,8.069933333333333,6.2776,10.1232,3.845600000000001
2021-06-02 00:00:00-05:00,6.1446,5.624,6.574,0.9500000000000002,6.867866666666667,6.3232,7.1554,0.8322000000000003,7.1642666666666655,5.6392,7.9572,2.3180000000000005,6.481533333333332,5.3884,7.2884,1.9000000000000004,9.4696,6.2776,12.008,5.7303999999999995
2021-06-02 01:00:00-05:00,5.838066666666666,5.624,6.2358,0.6118000000000006,6.6842,6.3232,7.1554,0.8322000000000003,6.886866666666665,5.6392,7.8964,2.2572,6.704466666666666,5.3884,7.9572,2.5688000000000004,9.806533333333332,7.2884,12.008,4.719599999999999
2021-06-02 02:00:00-05:00,5.689866666666667,5.1794,6.2358,1.0564,6.451133333333332,5.624,7.1554,1.5314000000000005,6.362466666666665,5.6392,7.125,1.4858000000000002,7.540466666666666,6.7678,7.9572,1.1894,8.228266666666665,5.3884,12.008,6.619599999999999
2021-06-02 03:00:00-05:00,5.848199999999999,5.1794,6.7108,1.5313999999999997,6.1446,5.624,6.574,0.9500000000000002,6.867866666666667,6.3232,7.1554,0.8322000000000003,7.1642666666666655,5.6392,7.9572,2.3180000000000005,6.481533333333332,5.3884,7.2884,1.9000000000000004
2021-06-02 04:00:00-05:00,5.630333333333333,5.0008,6.7108,1.71,5.838066666666666,5.624,6.2358,0.6118000000000006,6.6842,6.3232,7.1554,0.8322000000000003,6.886866666666665,5.6392,7.8964,2.2572,6.704466666666666,5.3884,7.9572,2.5688000000000004
